ReviewID,Content,Score,Thumbs up,Username
" abe3133f-9e21-4510-8121-6ebf7759e07f,:"," Im giving 2/5 because the app crashes when not in use. The new Spotify model doesnt really work if you want to change your playlist, it reboots. You still cant connect to Google fit. I hope they change and listen to user feedback because for now Im leaving oneplus and heading back to Samsung.,",2,13, Jordan Glenn
" bbc93fe1-80f5-4fa6-ad29-8c98f700b1cd,:"," 1/19/23 glitches. Not the same as before. Its not like I couldve actually text when I first got it. That was a disappointing ☹️ discovery. Now, its tracking my sleep accurately. This latest oxygen os 13 update or whatever its actually took good things away ugh 😫,",1,0, Esther Joseph-Noel
" e2753809-948a-40dd-b9bf-13ae319c1e6b,:"," The permissions on this app are way too invasive the fact that the Bluetooth is controlled and you cant shut it off well the watch is connected its stupid. For instance I can no longer talk on my phone via the phone if the watch is connected nor can I turn Bluetooth off it just automatically turns back on and I cant tell it not to have promotions over Bluetooth.,",1,1, Air-Wreck-Ah App-eel
" a763e5e4-dd6d-4ece-bf36-d736e643eebe,:"," The app needs serious improvement. Cannot see detailed report for my cycling ride. There is no elevation tracking seen. Fitness section only shows walking and running. Some rides abruptly do not show the distance covered. There are no options available to give indication of the distance covered using vibration.,",1,3, Akshata Gokhale
" caf0c17f-9740-495d-b55b-f8b992b1612b,:"," I bought the one plus watch 15 days ago. Watch and the app both are pretty good. Would have given it 5 stars if the app gave statistics for steps, calories and other fitness data for week/month/year. That way one can view easily if their weekly or monthly targets are achieved. I have to check my monthly and weekly steps on Google fit which defeats the purpose of buying the one plus watch.,",4,3, paawan data
" 2f004b48-4d0f-4142-8d37-0f8653aebbb8,:"," There seems like lot of things to improve in the app. 1. The watch disconnects automatically at times. 2. The battery drains very very fast. From 95% to 60% in 4 hours. (Advertised battery life is 14 days on single charge) 3. Heart rate charts are displayed awfully in the app. The gaps in time when band is not worn are not shown in charts. 4. Cant connect to google fit so you are essentially stuck with this app. I hope the team is working hard on the app now.,",2,32, Devesh Soni
" 601774c5-9330-448d-a3ff-9c20c7cc81b7,:"," 1. Accuracy of distance while running or outdoor walking or cycling varies from phones GPS vs Watch. Ideally it should match with GPS of One Plus phones. Ive noticed this in OP9pro. 2. API/linking to Strava app is not possible while all other major apps connectivity is there. OP Health should collaborate with Strava as it is most widely used global app to plan, analyse and track activity data. Also, OnePlus could have some events scheduled through Strava post integration to motivate users.,",3,3, Yatish Tagra
" 51a904b7-ba30-4a38-91e6-792c422d610e,:"," The developers should include the auto brightness feature. More watch faces to be added and an option to be given to customise the watch face. Battery back up is not such impressive, it last for a week with normal uses. Notifications does not work properly, only receive call notifications and sometimes it also lags. Should release the update with fixing all these issue and much more. Waiting for a better experience ahead..,",3,10, Md Mustafa
" f151302c-0a55-410c-b9ca-f738cd448479,:"," I am one plus smart band user. The bands heart rate sensor, spo2 sensor and sleep monitoring all works well. But the band sometimes crashes and sometimes the one plus health app crashes. Also I think more watch faces can be added to the health app for the band and most of the pre requisites for the stress monitoring are also in the watch. So if stress monitoring can be added through software update to the band, it will be better and more helpful. Pl,",3,29, Tanishq Sharma
" 9a71ceba-48b2-41f7-b5be-e9ddb9c54c53,:"," Up until recently, I had the same issues as everyone else here, and it wouldnt sync with Google fit, whilst this has now been fixed, I can no longer actually pair my watch to my new phone. How on earth has this broken?! This is basic functionality of the watch and the app. Not impressed OnePlus, Ill be asking for my money back.,",2,10, Tunmore Leisure
" 5074c2eb-42b5-4923-919a-f7294a46c9f7,:"," Everything is there, but doesnt work with Google Fit, even though it constantly bugs me to link them. Would prefer Garmin Tracker, Nike Fit or Strava. Also, the pool settings are limited. I live in an area where one pool is 25yds and another is 33 and a 1/3yds. Not standard, but the way they were built in the 60s and 70s.,",2,24, John Michel
" c8ba922a-2e18-46f6-ba00-ef078e551bcf,:"," Such a bad experience with OnePlus band. This app is not able to connect with Google Fit. When we tried to connect with Google Fot, it pops up with Application Blocked by Google showing OnePlus health is asking too much personal details. Worst experience I have ever had with OnePlus. Plus there are no options to sync with any other fitness tracker apps like strava... OnePlus should consider this kind of options.,",1,15, KUNTAL PATEL
" 9cbf8120-fd71-4f29-b8e8-ccf1c5f1c405,:"," Oneplus health app is not working on poco X3 running 9m Android 12,",1,0, Hari Deepak
" 1f86b245-1701-4e54-a5a1-c321e83c85ff,:"," The app is not displayed in the apps drawer; you must go to the Google Play Store to open it. It appears to be installed, but it does not appear in the drawer. I send screenshots to the developer email address shown below.App keeps on crashing. Please do reply.,",2,4, Ramneet Mehta
" 1351fe54-212d-486b-8c14-16938b2da9c4,:"," Bug in fitness test. 5/10 times the work out doesnt record but the step count does.(I know where to wear watch on wrist to record heart beat). The watch froze 2-3 times last week during outdoor running mode even the battery life was more than 70%. Strange (bugged) Cadence graph in app and workout division is false. I have screenshots and photos of all these claims. One more thing, Please add new watchface to the app atleast, coz even cheap watches have plenty of em. Add calculator.,",3,0, Hardeepsinh Rana
" 09b1e8ff-b3f2-4d9c-9d77-5c4a1b8c0350,:"," Pathetic. Does not work most of the time. Data doesnt get synced,",1,2, ReetaAnil
" cdc52c22-b1e3-4564-9326-0ea37b483f31,:"," The chart showing the heart rate data is poorly designed. Infact, all the charts are poorly designed. The band automatically registers steps even though I am not moving at all and GPS is off. The app needs a lot of work.,",2,7, Puneet Kumar
" 3b0ed0b0-75a2-42d7-9560-c8d631b67453,:"," Used this app for 2 months and the one problem with this app is that if in between runs I take a pause, then the app would not register the entire run which is frustrating if youre tracking the distance and calories. I used this app without the wearables, but I still think this should not happen regardless of whether I wear a band or not.,",1,0, Kushagra Vatsa
" 1bc9437b-198b-46f0-a8ac-7e060697a836,:"," The price to quality ratio is meet pretty well. There shouldnt be any complains for just Rs 2500. But there are few improvements if implemented. The watch is irreplaceable . 1) the left and right slides are literally of no use from home page. If you put. Notifications, daily activities, and music control( when active) in left-right swipes then it will make the watch a lot more useful. Cause we need to go to the same page with multiple steps. So. A swipe would be better and a smart option.,",4,3, nishant bhatt
" 929465f2-5229-441d-8554-3579c629de56,:"," New update is not getting start on the watch and in phone it will show that it is in process and will never end,",1,0, Nadoda Ghanshyam
" 555a0063-37e0-4949-b74d-83c99ad76ab3,:"," The app is getting worse day by day. Dont think OnePlus is going to provide any support for bands in future.,",1,0, Deepsagar Naik
" 939b5911-d9a9-4601-b47c-e41263b403e5,:"," I bought OnePlus band 3 months back. It was working fine initially. Now with the latest update it doesnt measure heartrate, which makes it useless as a fitness device. Also this health app looks very naive. I would like to see a better interface and more professional way sharing of statistics,",2,1, vipin thomas
" 8359d63e-668f-4045-bd9f-99cdd8e3ae0f,:"," Optimisation suggestions (v2.4.3) ----------------------------------------------------------------- 1. Some features like the heart rate settings are unintuitively placed under device -> health (my opinion). 2. I would like to see more music file format support than .mp3 & .aac (e.g. .m4a & .wav ). 3. Heartrate seems to be a bit off ( compared to samsung sw 3 & Fit 2 ) on watch B.62 firmware 4. No default weather location setting (used when device location is off ) 5. No 3rd party app support,",3,3, L
" e7872368-ba4f-4dae-9345-873e7d1d1dbe,:"," Cannot see emojis on band if you recieved msg (they shows uo as boxes) from any social apps,its just a small thing which can be added through OTA but OnePlus doesnt bother to do any of it. Music app notification on band is inconsistent, sometimes it shows up, sometimes it doesnt So far its been really frustrating I hope OnePlus brings few updates to band and app aswell which will make it a bit usable.,",2,8, Narendra Patil
